job_id,agency,posting_type,nr_positions,title,level,job_category,salary,residency_requirement,posting_date,post_until
267218,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_ANALYST,LEVEL_2,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
267349,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_ADV,LEVEL_0,JOB_CATEGORY_[Health],SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
267594,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_AIDE,LEVEL_1,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
267605,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_External,SINGLE_POSITION,TITLE_AIDE,LEVEL_1,,,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
273246,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ANALYST,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
267736,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_ADVI,LEVEL_0,JOB_CATEGORY_[Health],SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
267853,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
268011,AGENCY_[DEPT OF PARKS & RECREATION],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_ARCHITECT,LEVEL_3,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
267940,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_ADVISER,LEVEL_2,JOB_CATEGORY_[Health],SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
267952,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ADVI,LEVEL_0,JOB_CATEGORY_[Health],SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
268037,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
268161,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_SCIENTIST,LEVEL_4,JOB_CATEGORY_[Health],SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
268307,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOCIATE,LEVEL_2,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
268312,AGENCY_[DEPARTMENT OF FINANCE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOC,LEVEL_3,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
268432,AGENCY_[TAXI & LIMOUSINE COMMISSION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ANALYST,LEVEL_1,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
268457,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_NURSE,LEVEL_0,JOB_CATEGORY_[Health],SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_FOR_OVER_ONE_YEAR
268743,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_WORK,LEVEL_0,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
268803,AGENCY_[DEPARTMENT OF TRANSPORTATION],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_MANAGER,LEVEL_0,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
268880,AGENCY_[ADMIN FOR CHILDREN'S SVCS],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_OPERATIONS,LEVEL_2,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
268905,AGENCY_[ADMIN FOR CHILDREN'S SVCS],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_OPERATIONS,LEVEL_1,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
269091,AGENCY_[ADMIN FOR CHILDREN'S SVCS],POSTING_TYPE_External,SINGLE_POSITION,TITLE_COORDINATOR,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q4,POST_FOR_ONE_MONTH
269175,AGENCY_[DEPARTMENT OF PROBATION],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_COORDINATOR,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
269431,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_3,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
269306,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_1,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
269403,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ANA,LEVEL_0,,,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
269885,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_INTERN,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
269889,AGENCY_[POLICE DEPARTMENT],POSTING_TYPE_External,SINGLE_POSITION,TITLE_DIRECTOR,LEVEL_2,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
269947,AGENCY_[TAXI & LIMOUSINE COMMISSION],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_INTERNE,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
270068,AGENCY_[DEPARTMENT OF FINANCE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_2,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
271248,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_SANITA,LEVEL_1,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
271260,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_SANITA,LEVEL_1,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
271599,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_SCIENTIST,LEVEL_3,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
271648,AGENCY_[NYC HOUSING AUTHORITY],POSTING_TYPE_External,SINGLE_POSITION,TITLE_OF,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q3,POST_UNTIL_FILLED
271877,AGENCY_[DEPARTMENT OF TRANSPORTATION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ACCOUNTANT,LEVEL_2,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
297097,AGENCY_[DEPARTMENT OF BUSINESS SERV.],POSTING_TYPE_External,SINGLE_POSITION,TITLE_PROMOT,LEVEL_2,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q3,POST_UNTIL_FILLED
271954,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
271956,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
309698,AGENCY_[DEPT OF INFO TECH & TELECOMM],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_MANAGER,LEVEL_1,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q4,POST_UNTIL_FILLED
272205,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_AIDE,LEVEL_1,,,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
272266,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_SCIENTIST,LEVEL_1,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
272382,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_SANITA,LEVEL_2,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
272406,AGENCY_[DEPARTMENT OF TRANSPORTATION],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
272463,AGENCY_[DEPARTMENT OF TRANSPORTATION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_MANAGER,LEVEL_3,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
272586,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MAINTAINER,LEVEL_0,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
272598,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_SANITA,LEVEL_3,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
272785,AGENCY_[ADMIN FOR CHILDREN'S SVCS],POSTING_TYPE_External,SINGLE_POSITION,TITLE_EVALUATOR,LEVEL_0,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q4,POST_UNTIL_FILLED
272828,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
272894,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_ADVISER,LEVEL_2,JOB_CATEGORY_[Health],SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
272975,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ADVI,LEVEL_0,JOB_CATEGORY_[Health],SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
273120,AGENCY_[DEPT OF PARKS & RECREATION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_COORDINATOR,LEVEL_0,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
273141,AGENCY_[POLICE DEPARTMENT],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_ASSOC,LEVEL_2,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
273270,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
273282,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,SINGLE_POSITION,TITLE_N,LEVEL_1,JOB_CATEGORY_[Health],SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
274845,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
273541,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_MICROBIOL,LEVEL_1,JOB_CATEGORY_[Health],SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
273669,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_SANITARIAN,LEVEL_1,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
273748,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
273895,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
273940,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_NURSE,LEVEL_1,JOB_CATEGORY_[Health],,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
274055,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_2,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
274064,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
274124,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_ENGINEER,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
274131,AGENCY_[DEPT OF INFO TECH & TELECOMM],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOC,LEVEL_2,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
274134,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_PHNURSE,LEVEL_0,JOB_CATEGORY_[Health],,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
274319,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_AIDE,LEVEL_1,,,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
274342,AGENCY_[OFFICE OF MANAGEMENT & BUDGET],POSTING_TYPE_External,SINGLE_POSITION,TITLE_ANALYST,LEVEL_OTHER,JOB_CATEGORY_[1],,RESIDENCY_REQUIREMENT_NO,,
274352,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_AIDE,LEVEL_1,JOB_CATEGORY_[Health],,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
274483,AGENCY_[DEPT. OF HOMELESS SERVICES],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_INVESTIGATOR,LEVEL_1,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
274540,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_TECHNICIAN,LEVEL_3,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
274683,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_NURSE,LEVEL_0,JOB_CATEGORY_[Health],SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_FOR_OVER_ONE_YEAR
274999,AGENCY_[CIVILIAN COMPLAINT REVIEW BD],POSTING_TYPE_External,SINGLE_POSITION,TITLE_SPECIALIST,LEVEL_2,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
275130,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOCIATE,LEVEL_4,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
275259,AGENCY_[DEPARTMENT OF TRANSPORTATION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_PAINTER,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
275773,AGENCY_[OFFICE OF THE COMPTROLLER],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_ANA,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
275785,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_AIDE,LEVEL_2,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
275861,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_SPECIALIST,LEVEL_0,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
275884,AGENCY_[DEPT. OF HOMELESS SERVICES],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_WORKER,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
275979,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_External,MULTIPLE_POSITIONS,TITLE_SPECIALIST,LEVEL_0,,,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
276085,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ANALYST,LEVEL_2,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
276261,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_CRIMINALIST,LEVEL_3,JOB_CATEGORY_[Health],SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
276478,AGENCY_[TAXI & LIMOUSINE COMMISSION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOCIATE,LEVEL_3,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
276684,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_PLANNER,LEVEL_2,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
276511,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_SP,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
276626,AGENCY_[DEPARTMENT OF INVESTIGATION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_INVESTIGATOR,LEVEL_1,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q3,POST_FOR_5_MONTHS
276629,AGENCY_[DEPT OF INFO TECH & TELECOMM],POSTING_TYPE_External,SINGLE_POSITION,TITLE_DEVELOPER,LEVEL_2,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276648,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOCIATE,LEVEL_3,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2016,POST_UNTIL_FILLED
276678,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_MAINTAINER,LEVEL_0,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2016,POST_UNTIL_FILLED
276736,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_SCIENTIST,LEVEL_3,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276838,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_2,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276892,AGENCY_[DEPARTMENT OF TRANSPORTATION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOCIATE,LEVEL_3,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276840,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_ENGINEER,LEVEL_2,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276881,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_1,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276982,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276983,AGENCY_[DEPARTMENT OF BUSINESS SERV.],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_SPECIALIST,LEVEL_2,,SALARY_70K-90K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
277304,AGENCY_[DEPT OF HEALTH/MENTAL HYGIENE],POSTING_TYPE_Internal,MULTIPLE_POSITIONS,TITLE_CONSULTANT,LEVEL_1,JOB_CATEGORY_[Health],SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
276987,AGENCY_[DEPT OF ENVIRONMENT PROTECTION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ENGINEER,LEVEL_0,,SALARY_50K-70K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
277063,AGENCY_[DEPARTMENT OF TRANSPORTATION],POSTING_TYPE_External,SINGLE_POSITION,TITLE_MANAGER,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
277234,AGENCY_[DEPARTMENT OF CITY PLANNING],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_PLANNER,LEVEL_5,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
277264,AGENCY_[LAW DEPARTMENT],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_SPECIALIST,LEVEL_0,,SALARY_90+K_YEAR,RESIDENCY_REQUIREMENT_NO,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
277369,AGENCY_[TAXI & LIMOUSINE COMMISSION],POSTING_TYPE_Internal,SINGLE_POSITION,TITLE_ASSOCIATE,LEVEL_3,,SALARY_0-50K_YEAR,RESIDENCY_REQUIREMENT_YES,POSTED_IN_2017_Q1,POST_UNTIL_FILLED
